text;classification
good to go :+1:;non_debt
49876476-6757 summary-0;non_debt
Your query may be caused by my confusion above.  To answer your query, the prediction F(x) should be the raw prediction, not the discrete -1/+1 value.;non_debt
"@squito Yes, exactly. Nice summarization.
IMHO there're some cases we still want to get custom log URL while the status of application is ""in progress"", because according to the logic on determining whether the application is finished, app could be shown as ""inprogress"" when the app terminated unexpectedly.
https://github.com/apache/spark/blob/0b3abef1950f486001160ec578e4f628c199eeb4/core/src/main/scala/org/apache/spark/deploy/history/HistoryPage.scala#L98-L100
In this case, showing origin log URLs may not work but showing custom log URLs would work if the external log service gathers executor logs continuously rather than gathering logs when app is finished - I expect the behavior of external log service as former not latter. Even if app is still running, app UI will still provide origin log URLs so we can get it from there instead of SHS.
What I agreed to make change on only SHS was my prev. patch was making log urls being static again which is fragile if there's a change on external log service. Now we just require end users to modify the configuration and restart SHS (unless there's a cache mechanism to avoid re-reading events when restarting SHS.) IMHO, showing custom log URLs even for apps which are shown as ""inprogress"" still makes sense to me. 
Btw, I didn't add variables for other resource managers as they don't provide log URLs for now. (If possible we may be better to address it as well via separate PRs.)";non_debt
"# [Codecov](https://codecov.io/gh/apache/kylin/pull/1534?src=pr&el=h1) Report
------
[Continue to review full report at Codecov](https://codecov.io/gh/apache/kylin/pull/1534?src=pr&el=continue).";non_debt
Used `luke` to look at the Lucene index created, and everything looked OK.;non_debt
Corrected other occurrences. Next PR update should reflect the changes.;non_debt
Can one of the admins verify this patch?;non_debt
?;non_debt
Looks good but you have to fix conflicts now.;non_debt
We probably don't want to do that because in the future the number of contains will change at runtime and `containerMap.size()` will no longer be a good indication.;non_debt
same as above.;non_debt
QA tests have started for PR 1337. This patch merges cleanly. <br>View progress: https://amplab.cs.berkeley.edu/jenkins/job/SparkPullRequestBuilder/16529/consoleFull;non_debt
not sure I follow - why don't we `return r.code()` directly?;non_debt
LUCENE-9462: Fields without positions should still return MatchIterator.;non_debt
"@ijuma If I understand your comment correctly, you are talking about calling `RequestBuilder.build()` only once to address this issue without modifying the Request class itself. Here are my thoughts:
- Controller has separate request send threads talking to brokers and each of them contains a separate network client. Although we pass in the same request builder to each of the network clients, we cannot ensure that `RequestBuilder.build()` is called only once because we currently don't maintain states across these network clients. However, we can explicitly cache the request object in the RequestBuilder to avoid re-instantiation (this is what this PR did).
- Even if we can ensure `RequestBuilder.build()` is called only once and we use the same request object in the network clients, in the current implementation we will still create multiple Struct objects each time we serialize the request when network clients are trying to send out the request. To avoid that, this PR caches the Struct object and re-uses it when `toStruct()` is called.
Although this is a general optimization for all types of request, this PR only changes `UpdateMetadataRequest` instead of `AbstractRequest` because `UpdateMetadataRequest` is the only use case where we send out requests with the same payload for multiple times.";non_debt
I think for docs to be generated, you need to capture them as `#[doc=$doc]` like [this](https://github.com/rust-ndarray/ndarray/blob/master/src/impl_ops.rs#L51) for example.;non_debt
Agreed.;non_debt
nope, that should be fine enough.;non_debt
"Are you trying to handle the case where the map is empty? why not handle it directly then?
Just needs one new line of code, like: `require(distinctMap.nonEmpty)`";non_debt
Can one of the admins verify this patch?;non_debt
"We use web-socket api for creating and cloning notes from our servers. To know noteId of created or cloned note, we need some response message. I propose sending NOTE message to client on creating/cloning note.
There could be other ways to reach it. For example, we can send newId and note for creation an id, name, newId for cloning. If newId is not exists, we generate it on server.
Another way will be to create separate api for this, to not mix this with front-end api. It could be REST or smth.";non_debt
@eolivelli Looks like some tests will need refactoring.;non_debt
":broken_heart: **-1 overall**
This message was automatically generated.";non_debt
Given this is repeated several times, do you think it's worth disabling for the whole file?;non_debt
LGTM if tests pass.;non_debt
done via https://github.com/twitter/heron/pull/1629/commits/4fe8a8f834e984ba6cc1e3eff71e5932186cbaee!;non_debt
"I tried
The return result is `1`. I think you put `enddate` and `startdate` in the wrong order.
The format is `datediff(string enddate, string startdate)` (https://cwiki.apache.org/confluence/display/Hive/LanguageManual+UDF).";non_debt
Thx @jackar;non_debt
woot! making perl better :D;non_debt
done in bae7ca548739e0d9fe501afba8b2c2559b7843f9;non_debt
 Merged build triggered.;non_debt
Will merge after tests pass. Thank you for the quick review.;non_debt
Do we need LongAdder still?;non_debt
Thanks guys!;non_debt
agreed;non_debt
So strange, l have handled it, but we can not see the change here;non_debt
I think we can make it inlined.;non_debt
@masaori335 Do we need this in 8.1.x as well ?;non_debt
Done.;non_debt
[AIRFLOW-7014] Add Apache Kylin operator;non_debt
run cpp tests;non_debt
@wu-sheng no tks!;non_debt
[SPARK-3816][SQL] Add table properties from storage handler to output jobConf;non_debt
Fixes #2142.;non_debt
This matches what I see locally, https://builds.apache.org/job/HBase%20Nightly/job/HBASE-24049-packaging-integration-hadoop-2.10.0/3//artifact/output-integration/hadoop-2/hadoop_cluster_command.err/*view*/;non_debt
@viirya Yeah, as @hvanhovell suggested, I'll use the resolve function of `LogicalPlan`.;non_debt
Having a default implementation will lead to people who add new expressions don't implement `withNewChildrenInternal` and we again be back to the same situation having many slow `withNewChildren` implementations, so I prefer to make have it like this to enforce `withNewChildrenInternal` implementation. Actually, even now, there are two expressions added to the master and I need to update this PR to implement the `withNewChildrenInternal` for them. The `legacyWithNewChildren` is here for a transition period, we have some expressions that are a bit hard to write `withNewChildrenInternal` for and probably need some refactoring. The goal is to remove `legacyWithNewChildren` altogether at some point.;non_debt
@rxin sure I'll put together a PR for the python API tonight;non_debt
Note on your aside: you will not need to rebase. The commits d510b4e, 8bce693, and 9f8dd18 will simply be added to GitHub and the master pointer updated. Then it will automatically look like the PR you intend.;non_debt
True. gfcpp.properties was changed to geode.properties with PR #13.;non_debt
Build Success with Spark 2.3.1, Please check CI http://136.243.101.176:8080/job/carbondataprbuilder2.3/9627/;non_debt
* Modify WXStorage unit test;non_debt
Removed.;non_debt
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/7329/
--none--";non_debt
"mxnet-mkldnn on mac requires that openmp be enabled (else performance is degraded). There are currently instructions specifying that the Makefile needs to be modified to address this however, that is not a good user experience. 
the issue is that mac by default does not include openmp by default and therefore a guard was added to prevent users from trying to build with this. the developer should instead not build with openmp enabled on mac and the Makefile should not attempt to catch this (the user may falsely believe they are using openmp when they are not).
- Unit tests are added for small changes to verify correctness (e.g. adding a new operator)
- Nightly tests are added for complicated/long-running ones (e.g. changing distributed kvstore)
- Build tests will be added for build configuration changes (e.g. adding a new build option with NCCL)
- For user-facing API changes, API doc string has been updated. 
- For new C++ functions in header files, their functionalities and arguments are documented. 
- For new examples, README.md is added to explain the what the example does, the source of the dataset, expected performance on test set and reference to the original paper if applicable
- Check the API doc at http://mxnet-ci-doc.s3-accelerate.dualstack.amazonaws.com/PR-$PR_ID/$BUILD_ID/index.html
- If this change is a backward incompatible change, why must this change be made.
- Interesting edge cases to note here";non_debt
"thanks for sharing the info!
I would like to use the default value 1 or something else, because if we force user to supply the shape, it's difficult for users who are not ml practitioner, since the user has to be familiar with the graph and figure out the related ops and shapes. We'd like to make the graphdef works even without specifying shape, then users could just use the model from tf community although they don't know the related graph structure.  
If user is willing to supply the related shape, then specified shape will be used instead of -1/1.";non_debt
"This moves parsing `CREATE TABLE ... USING` statements into catalyst. Catalyst produces logical plans with the parsed information and those plans are converted to v1 `DataSource` plans in `DataSourceAnalysis`.
This prepares for adding v2 create plans that should receive the information parsed from SQL without being translated to v1 plans first.
This also makes it possible to parse in catalyst instead of breaking the parser across the abstract `AstBuilder` in catalyst and `SparkSqlParser` in core.
For more information, see the [mailing list thread](https://lists.apache.org/thread.html/54f4e1929ceb9a2b0cac7cb058000feb8de5d6c667b2e0950804c613@%3Cdev.spark.apache.org%3E).
This uses existing tests to catch regressions. This introduces no behavior changes.";non_debt
`:type`;non_debt
31006158-4705 description-0;non_debt
...I wonder how that happened;non_debt
"Since enabling the strict dependencies on all Java modules is a large and critical change to be merged all at once. Therefore, task [[BEAM-10961](https://issues.apache.org/jira/browse/BEAM-10961)] is divided into sub-tasks and strict dependencies are enabled to each module separately which is comparatively easy to review and merge.
------------------------
Thank you for your contribution! Follow this checklist to help us incorporate your contribution quickly and easily:
See the [Contributor Guide](https://beam.apache.org/contribute) for more tips on [how to make review process smoother](https://beam.apache.org/contribute/#make-reviewers-job-easier).
Post-Commit Tests Status (on master branch)
------------------------------------------------------------------------------------------------
Lang | SDK | Dataflow | Flink | Samza | Spark | Twister2
--- | --- | --- | --- | --- | --- | ---
Go | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Go/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Go/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Flink/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Go_VR_Spark/lastCompletedBuild/) | ---
Java | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_VR_Dataflow_V2/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_VR_Dataflow_V2/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow_Java11/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Dataflow_Java11/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink_Java11/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Flink_Java11/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Batch/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Batch/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Streaming/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Flink_Streaming/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Samza/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Samza/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Spark/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Spark_Batch/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_PVR_Spark_Batch/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_SparkStructuredStreaming/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_SparkStructuredStreaming/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Twister2/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Java_ValidatesRunner_Twister2/lastCompletedBuild/)
Python | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python36/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python36/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python37/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python37/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python38/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python38/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow_V2/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Py_VR_Dataflow_V2/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Py_ValCont/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Py_ValCont/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Python_PVR_Flink_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Python_PVR_Flink_Cron/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Flink/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_Python_VR_Spark/lastCompletedBuild/) | ---
XLang | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Direct/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Direct/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Dataflow/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Dataflow/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Flink/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Flink/lastCompletedBuild/) | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Spark/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PostCommit_XVR_Spark/lastCompletedBuild/) | ---
Pre-Commit Tests Status (on master branch)
------------------------------------------------------------------------------------------------
--- |Java | Python | Go | Website | Whitespace | Typescript
--- | --- | --- | --- | --- | --- | ---
Non-portable | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Java_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Java_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Python_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Python_Cron/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_PythonLint_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_PythonLint_Cron/lastCompletedBuild/)<br>[![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocker_Cron/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocker_Cron/lastCompletedBuild/) <br>[![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocs_Cron/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_PythonDocs_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Go_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Go_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Website_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Website_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Whitespace_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Whitespace_Cron/lastCompletedBuild/) | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Typescript_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Typescript_Cron/lastCompletedBuild/)
Portable | --- | [![Build Status](https://ci-beam.apache.org/job/beam_PreCommit_Portable_Python_Cron/lastCompletedBuild/badge/icon)](https://ci-beam.apache.org/job/beam_PreCommit_Portable_Python_Cron/lastCompletedBuild/) | --- | --- | --- | ---
See [.test-infra/jenkins/README](https://github.com/apache/beam/blob/master/.test-infra/jenkins/README.md) for trigger phrase, status and link of all Jenkins jobs.
GitHub Actions Tests Status (on master branch)
------------------------------------------------------------------------------------------------
See [CI.md](https://github.com/apache/beam/blob/master/CI.md) for more information about GitHub Actions CI.";non_debt
@yanboliang, just a friendly reminder please don't forget to review the PR when you have time. Thanks!;non_debt
"Fix #6386
Ran below command";non_debt
FWIW, I _believe_ that when we submit a job with the dispatcher `deployMode` is actually set to `client`, so this logic may not be invoked as expected.;non_debt
retest this please;non_debt
when there is no intrin func, using body for initialization. For issuâ€¦;non_debt
@leonardBang Sorry for the late response, I kind of lost sight of this PR :( I can't seem to find the test comment you mentioned, where would I find that?;non_debt
OK indexing throughput is noisy, but net/net I think there's no perf impact.  This is `wikimediumall` from `luceneutil` on 128 core box, JDK 11:;non_debt
I see makes sense;non_debt
feat(chart-data-api): make pivoted columns flattenable;non_debt
@hachikuji  Is this the expected result?;non_debt
FYI, no need for commit after DDL statements.;non_debt
"If I correctly interpret [this comment](https://github.com/apache/spark/blob/master/sql/core/src/main/scala/org/apache/spark/sql/streaming/StreamingQueryManager.scala#L181-L183), an exception will be thrown when `recoverFromCheckpointLocation` == `false` and `fs.exists(checkpointPath)` == `true` are satisfied.
Is [the comment](https://github.com/apache/spark/blob/master/sql/core/src/main/scala/org/apache/spark/sql/streaming/StreamingQueryManager.scala#L181-L183) wrong if this change is valid? (Note: since I made mistake, I have just update this comment)";non_debt
retest this please;non_debt
"I observed this while running a oozie job trying to connect to hbase via spark.
It look like the creds are not being passed in thehttps://github.com/apache/spark/blob/branch-2.2/resource-managers/yarn/src/main/scala/org/apache/spark/deploy/yarn/security/HadoopFSCredentialProvider.scala#L53 for 2.2 release.
More Info as to why it fails on secure grid:
Oozie client gets the necessary tokens the application needs before launching. It passes those tokens along to the oozie launcher job (MR job) which will then actually call the Spark client to launch the spark app and pass the tokens along.
The oozie launcher job cannot get anymore tokens because all it has is tokens ( you can't get tokens with tokens, you need tgt or keytab).
The error here is because the launcher job runs the Spark Client to submit the spark job but the spark client doesn't see that it already has the hdfs tokens so it tries to get more, which ends with the exception.
There was a change with SPARK-19021 to generalize the hdfs credentials provider that changed it so we don't pass the existing credentials into the call to get tokens so it doesn't realize it already has the necessary tokens.
https://issues.apache.org/jira/browse/SPARK-21890
Modified to pass creds to get delegation tokens";non_debt
Yes, they are.;non_debt
"@hanm thanks for this! I pulled the code into a specialized branch on which I hope to land all of our jenkins related tooling:
https://github.com/apache/zookeeper/tree/jenkins-tools
I also changed the script around a bit to use out testReport from the jobs to identify failed tests. If folks have suggestions they can now use this to submit PRs in a similar way as the rest of our codebase
ps. I've also updated the jenkins job to reflect: 
https://builds.apache.org/view/S-Z/view/ZooKeeper/job/ZooKeeper-Find-Flaky-Tests/";non_debt
356066-2772 description-0;non_debt
Here's one organization that comes to mind:   ;non_debt
GEODE-6365: Add server group support for JDBC List Mapping and Destroy Mapping Commands;non_debt
DT output seems correct, it seems RT randomness was the cause. LGTM +1;non_debt
GEODE-6067: add list data-source gfsh command;non_debt
If its unbounded, a runner will never be able to execute it without expansion which requires the runner to at least inspect whether its capable of doing it.;non_debt
[BEAM-3326] Add a BundleProcessor to SdkHarnessClient;non_debt
actually, at this point we haven't persisted the message so, we don't have message-id so, we are not logging message-id.;non_debt
rebuild java11;non_debt
`tolerableCpFailureNumber <= UNLIMITED_TOLERABLE_FAILURE_NUMBER` always evaluates to `true` and can be removed.;non_debt
Do you know how do we include the yaml library inside lib/ts? @randall @bryancall;non_debt
Config should only be changed through the initialization stage. Nothing more.;non_debt
ping @junrao;non_debt
193065376-225 description-0;non_debt
Done. Now it is changed to iterate ArrowRecordBatch rather than VectorSchemaRoot.;non_debt
retest sdv please;non_debt
The schema inferring is replaced with metastore schema completely in #14690. I think we can close this now? cc @cloud-fan @liancheng;non_debt
"`write.df`/`read.df` API require path which is not actually always necessary in Spark. Currently, it only affects the datasources implementing `CreatableRelationProvider`. Currently, Spark currently does not have internal data sources implementing this but it'd affect other external datasources.
In addition we'd be able to use this way in Spark's JDBC datasource after https://github.com/apache/spark/pull/12601 is merged.
**Before**
- `read.df`
- `write.df`
**After**
- `read.df`
- `write.df`
Unit tests in `test_sparkSQL.R`";non_debt
[Doc] TVM release process;non_debt
@johnsgill3 @walshb -- any progress here?;non_debt
47246081-915 description-0;non_debt
"Maven build fails due to invalid file name character, this PR fix it by renaming the note file name.
[Bug Fix ]
* https://issues.apache.org/jira/browse/ZEPPELIN-3788
* CI pass";non_debt
[SPARK-17590][SQL] Analyze CTE definitions at once and allow CTE subquery to define CTE;non_debt
As part of this PR, the docker push target has been moved to a public ECR repository.;non_debt
"Thanks @wchevreuil for reviewing.
[ReplicationSinkManager.chooseSinks](https://github.com/apache/hbase/blob/master/hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSinkManager.java#L151) will be called to re-fetch the sinks when HBaseInterClusterReplicationEndpoint.replicate [catches ConnectException or UnknownHostException](https://github.com/apache/hbase/blob/master/hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/HBaseInterClusterReplicationEndpoint.java#L563), It's same as before.
And I've added a config ""hbase.replication.fetch.servers.usezk"" to optionally still use ZK impl.";non_debt
Because we already have exception handling, this can be done from front end;non_debt
Build Failed  with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder1/4106/;non_debt
Thanks for testing and fixing this. A couple of minor comments.;non_debt
Add the class member variables with 'this';non_debt
"When a `SparkSession` is stopped, `SQLConf.get` should use the fallback conf to avoid weird issues like
a new test suite";non_debt
[AIRFLOW-4797] Fix zombie detection;non_debt
Re-opening PR after some manipulations around local git branches;non_debt
I didn't test this myself, but this diff could be sufficient for testing your change:;non_debt
Merged;non_debt
"fixed ""error=Algorithm HmacSHA1 not available"" when use ACL on windows.";non_debt
"Not the same thread, but:
Before invoking them, the caller will take a same lock.";non_debt
Added test for it.;non_debt
This actually needs to pass the current metadata location to `CustomService`. Otherwise, `CustomService` can't guarantee that the location update is an atomic swap, and the atomic swap is required for consistency. Otherwise, two processes could each start a change, validate that metadata hasn't changed and both call this update at the same time. The second one would win because the update doesn't know to reject it because it isn't based on the other process's changes.;non_debt
Yea, very nice PR description.;non_debt
done;non_debt
I had fix this. maybe you can try;non_debt
"[incubator-brooklyn-pull-requests #1062](https://builds.apache.org/job/incubator-brooklyn-pull-requests/1062/) SUCCESS
This pull request looks good";non_debt
"KAFKA-5374. AdminClient gets ""server returned information about unknoâ€¦";non_debt
How is this going to work with assign?  It seems like it's just avoiding the problem, not fixing it.;non_debt
I think we will need to discuss how to pack files and whether we need to look at the min/max stats on the sort key, for example. Does not have to be done now, though.;non_debt
"Also add (optional) access to the contexts on serializing and
deserializing pipelines.
---";non_debt
Similar cleanup https://github.com/apache/kafka/pull/6598;non_debt
"Seems the bracketedCommentLevel could not handle this case:
WIP";non_debt
"I got this working when I tested 0.10.0-rc4. In Hive, I had to set `iceberg.mr.catalog=hive` so that the correct catalog was used. Unfortunately, that broke the Hadoop table.
I think we might want to add support for Hadoop tables in our catalogs using an identifier that contains a path to fix this.";non_debt
There is a default one for each actor, yes -- from its actorSystem.;non_debt
Although we're making this public, let's not make all of its APIs public.  Can you please make the constructor private and make this class final?;non_debt
Thanks @kevinthesun;non_debt
Before merging, please share a link to the archived copy of the old website.;non_debt
"YW @iverase.
Right, that case should write a whole new segment, using the latest Codec, holding the just indexed document with vector field.";non_debt
@mistercrunch almost there! Can I help?;non_debt
retest this please;non_debt
[SPARK-22203][SQL]Add job description for file listing Spark jobs;non_debt
+1;non_debt
":broken_heart: **-1 overall**
This message was automatically generated.";non_debt
R: @bsidhom @ryan-williams @tweise;non_debt
Merged build finished. Test FAILed.;non_debt
"@erikerlandson @skonto @liyinan926 for review
Do you see additional places where we would want to leverage the newer version for optimality?";non_debt
[BEAM-6726] explicitly specify signing key;non_debt
Build Success with Spark 2.1.0, Please check CI http://136.243.101.176:8080/job/ApacheCarbonPRBuilder1/988/;non_debt
"It seems this is a regression assuming from https://issues.apache.org/jira/browse/SPARK-16698.
Field name having dots throws an exception. For example the codes below:
throws an exception as below:
This problem was introduced in https://github.com/apache/spark/commit/17eec0a71ba8713c559d641e3f43a1be726b037c#diff-27c76f96a7b2733ecfd6f46a1716e153R121
When extracting the data columns, it does not count that it can contain dots in field names. Actually, it seems the fields name are not expected as quoted. So, It does not have to consider whether this is wrapped with quotes because the actual schema (inferred or user-given schema) would not have the quotes for fields. 
For example, this throws an exception. (**Loading JSON from RDD is fine**)
as below:
Unit tests in `FileSourceStrategySuite`.";non_debt
Should we consider making this fields `public` too?;non_debt
"LGTM thanks. 
It could be better if you can have a rebase locally and solve conflicts so people can easy merge your PR.";non_debt
"R: @chamikaramj 
Re-opening https://github.com/apache/beam/pull/1848 as a new PR.
Added a unit test and removed the change in `wordcount.py`. Adding `WordCountOptions` work when `wordcount` is run only by itself but fails when running with `tox`. All tests after the wordcount test start requiring the `output` flag as defined in the wordcount options. This happens with or without the current change to the `pipeline_options`. We need to fix that later.";non_debt
@jbertram although I can see an issue by inspecting the code. not just for AMQP  but noConsumers is only increased.. if you open a consumer... close it.. and open it again... maxConsumers is ignored.;non_debt
ARROW-3582: [CI] fix incantation for C++/Java detection tool;non_debt
Yes, we can use that dataset to verify.;non_debt
if these are host and port entries, can they use `HostAndPort` objects?;non_debt
Shouldn't this be `public` and not `package-private`? (The same for the other methods);non_debt
Ah, I didn't realize that, let me update it. Thanks!;non_debt
sure. we can remove that. For my last test, i found test is failed and have trouble to find the log for the test that just ran.;non_debt
"Makes perfect sense, thank you for explanation. 
I believe that is the case where changed one is distributed under the same licence, as per [#4 in licence doc](http://www.apache.org/legal/src-headers.html#3party).";non_debt
"DAVID SMITH  on dev@nifi.apache.org replies:
Hi Guys
st.=20
www.avast.com  |
As you may remember I have developed some processors that publish/subscribe=
 to AMQP brokers, but I was having problems writing Junit tests for these p=
rocessors.=C2=A0I was interested to see that you have been working on NiFi =
Pull Request 865.=C2=A0I have looked at your code for these processors, we =
are both using different property descriptors to allow messages to be publi=
shed and pulled. I also noticed that you are using RabbitMQ libraries to co=
nnect to the broker, whereas I connect to the AMQP broker using the QPID JM=
S libraries. I can still see a use for my processors and I would still be i=
nterested getting my processors uploaded to run alongside yours in a future=
 release of NiFi.I have tidied up my code and pushed it back to github:
https://github.com/helicopterman22/nifi_amqp_processors.git
I would appreciate your feedback=C2=A0Dave
=20
=20
 Github user asfgit closed the pull request at:
=C2=A0 =C2=A0 https://github.com/apache/nifi/pull/200";non_debt
Why some benchmarks use large num rows, others use small num rows?;non_debt
"Yes thanks @adriancole 
And thanks for the heads-up on that meeting. I dont know my calendar at that time in 2018.";non_debt
