text;classification
replace ovfotjrsi;non_debt
[BEAM-6382] SamzaRunner: add an option to read configs using a user-defined factory;non_debt
HBASE-17869 UnsafeAvailChecker wrongly returns false on ppc;non_debt
[hotfix] [rocksdb] Only log snapshot restore message when state is actually restored;non_debt
GROOVY-8545: DGM#intersect(Set, Iterable) exception (minor refactor);non_debt
not pulling jquery(ui) from googleapis, it sometimes hangs a bit;non_debt
"Support type conversion for all scalar functions (#5849)
Parameter classes supported for type conversion using `PinotDataType`:
- int/Integer
- long/Long
- float/Float
- double/Double
- String
- byte[]
Also handle function name with underscore in `FunctionRegistry`.
Support type conversion for all features using the scalar function:
- Compile time function in `CalciteSqlParser`
- Record transform/filter during ingestion in `InbuiltFunctionEvaluator`
- Transform during query execution in `ScalarTransformFunctionWrapper`
Add `PostAggregationFunction` to handle post-aggregation calculation using the scalar function.
Add `ArithmeticFunctions` for all the arithmetic scalar functions:
- plus
- minus
- times
- divide
- mod
- min
- max
- abs
- ceil
- floor
- exp
- ln
- sqrt";non_debt
HIVE-14022: left semi join should throw SemanticException if where clause contains columnname from right table (Jesus Camacho Rodriguez, reviewed by Ashutosh Chauhan);non_debt
GG-8435 - Protobuf module;non_debt
chore: git ignore openwhisk to smoothly check license locally (#3408);non_debt
HIVE-5435 - Milestone 5: PTest2 maven support;non_debt
"Log ""task is null"" instead of let worker died
* when task is null in transfer-fn, creating TaskMessage leads NPE";non_debt
share the handler;non_debt
# GG-8013 - examples.jar is not included to classpath by default;non_debt
Removed explicit serde check with HiveLineBreakAccessor;non_debt
Upgrade Braintree-java to version 2.94.0;non_debt
"[AUTOTVM] Fix a bug in generating the search space (#4779)
- Do not use numpy.prod which ignores integer (64 bits) overflows.
  This leads to an incorrect number of points in the search space.";non_debt
"add zone wizard - fix a JS error ""server is undefined""";non_debt
Added test for install and runtime file copy;non_debt
Proper fix because JS_VERSION cannot distinguish between 1.8.0 and 1.8.1;non_debt
Merge pull request #9603: Compatibility matrix: Remove dependency on Java SDK Harness docker task;non_debt
CAMEL-9995 Camel-JMS: includeAllJMSXProperties parameter doesn't work;non_debt
STORM-3538 Add Meter for sendSupervisorAssignments exception;non_debt
using the static versions;non_debt
Fix the component name. Relate to https://github.com/OpenSkywalking/skywalking-ui/pull/75;non_debt
"Bug 58704 Non regression testing : Ant task batchtest fails if tests and run in a non en_EN locale and use a JMX file that uses a Csv DataSet
Bugzilla Id: 58704";non_debt
clear;non_debt
SUBMARINE-107. Reduce the scope of mockito-core in submarine to test. Contributed by kevin su.;non_debt
"[FLINK-8812] [flip6] Set managed memory for TaskExecutor to 80 MB in MiniCluster
In order to avoid problems with OOM exceptions, this commit sets the managed
memory to 80 MB for TaskExecutors started by the MiniCluster.
This closes #5713.";non_debt
"SPARK-1700: Close socket file descriptors on task completion
This will ensure that sockets do not build up over the course of a job, and that cancellation successfully cleans up sockets.
Tested in standalone mode. More file descriptors spawn than expected (around 1000ish rather than the expected 8ish) but they do not pile up between runs, or as high as before (where they went up to around 5k).
Closes #623 from aarondav/pyspark2 and squashes the following commits:
0ca13bb [Aaron Davidson] SPARK-1700: Close socket file descriptors on task completion";non_debt
"Windowing: java worker code to handle CombineFn in batch GroupAlsoByWindowsDoFn.
----Release Notes----
[]
-------------
MOE_MIGRATED_REVID=87922554";non_debt
# IGNITE-56 Fix compilation.;non_debt
HADOOP-8695. TestPathData fails intermittently with JDK7 (Trevor Robinson via tgraves);non_debt
[TE] frontend - harleyjj/rca - pin graph tooltip to fixed position (#4936);non_debt
"ARROW-7690 [R] Cannot write parquet to OutputStream
The second parameter for inherits expects a character vector.
Closes #6304 from bob-skowron/ISS-ARROW-7690 and squashes the following commits:
6e36916ba <Neal Richardson> Add test
af61d4c6c <Bob Skowron> the second parameter for inherits expects a character vector
Lead-authored-by: Bob Skowron <bob.skowron@gmail.com>";non_debt
"[SPARK-13709][SQL] Initialize deserializer with both table and partition properties when reading partitioned tables
## What changes were proposed in this pull request?
When reading partitions of a partitioned Hive SerDe table, we only initializes the deserializer using partition properties. However, for SerDes like `AvroSerDe`, essential properties (e.g. Avro schema information) may be defined in table properties. We should merge both table properties and partition properties before initializing the deserializer.
Note that an individual partition may have different properties than the one defined in the table properties (e.g. partitions within a table can have different SerDes). Thus, for any property key defined in both partition and table properties, the value set in partition properties wins.
## How was this patch tested?
New test case added in `QueryPartitionSuite`.
Closes #13865 from liancheng/spark-13709-partitioned-avro-table.";non_debt
AMBARI-23912. Ambari should mark HSI hosts as ACTIVE or STANDBY (test review);non_debt
"[NETBEANS-2954] Fix broken tab dragging on HiDPI displays (Windows) (#1804)
[NETBEANS-2954] Fix broken tab dragging in window system on HiDPI displays on Windows";non_debt
make a change;non_debt
ARTEMIS-1320 allow URL for REST/broker connection;non_debt
Fixed issue of complete topology and tenant events being processed in each iteration;non_debt
"TOBAGO-312 (Integrate handling of ajax requests into standard lifecycle)
  util methods: ensureDecoded()";non_debt
fix(OLM): Add missing internal-objects annotation to Kustomize base CSV manifest;non_debt
ts: update roamHelper;non_debt
Update examples;non_debt
"Add UnboundedCountingInput#withRate
The rate controls the speed at which UnboundedCountingInput outputs
elements. This is an aggregate rate across all instances of the
source, and thus elements will not necessarily be output ""smoothly"",
or within the first period. The aggregate rate, however, will be
approximately equal to the provided rate.
Add package-private CountingSource#createUnbounded() to expose the
UnboundedCountingSource type. Make UnboundedCountingSource
package-private.";non_debt
s/NetworkPartition.java/NetworkPartitionRef.java and s/Partition.java/PartitionRef.java for Deployment policy references;non_debt
[BEAM-6888] Enable SpotBugs in JdbcIO;non_debt
Add documentation about adding properties to numbers;non_debt
"bug 8456: fixing the upgrade issue
status 8456: resolved fixed";non_debt
CAMEL-10930: Move groovy dsl into camel-groovy-dsl;non_debt
"[SYSTEMML-476] Centralize Hadoop props in MRConfigurationNames
Closes #57.";non_debt
Updating Readme;non_debt
db: Re-enable db foreign key checking at the end of the upgrade path;non_debt
Added missing semicolon.;non_debt
"Revert ""HBASE-19389 Limit concurrency of put with dense (hundreds) columns to prevent write handler exhausted""
This reverts commit 98ac4f12b5ccec708fc03ddfb96935c8cd7304e1.";non_debt
"[SPARK-33733][SQL] PullOutNondeterministic should check and collect deterministic field
### What changes were proposed in this pull request?
The deterministic field is wider than `NonDerterministic`, we should keep same range between pull out and check analysis.
### Why are the changes needed?
For example
We will get exception since `java_method` deterministic field is false but not a `NonDeterministic`
### Does this PR introduce _any_ user-facing change?
Yes.
### How was this patch tested?
Add test.
Closes #30703 from ulysses-you/SPARK-33733.";non_debt
"Resolve merge conflicts for George's pull request https://github.com/apache/usergrid/pull/520
Jira :
https://issues.apache.org/jira/browse/USERGRID-1120
https://issues.apache.org/jira/browse/USERGRID-1116
https://issues.apache.org/jira/browse/USERGRID-1118";non_debt
"Fix ClassCastException on composite dense tables
patch by slebresne reviewed by thobbs for CASSANDRA-7112";non_debt
PHOENIX-3061 IndexTool marks index as ACTIVE and exit 0 even if bulkload has error (addendum) (Simon Wang);non_debt
Merge branch 'cassandra-2.1.0' into cassandra-2.1;non_debt
"[SPARK-14525][SQL] Make DataFrameWrite.save work for jdbc
## What changes were proposed in this pull request?
This change modifies the implementation of DataFrameWriter.save such that it works with jdbc, and the call to jdbc merely delegates to save.
## How was this patch tested?
This was tested via unit tests in the JDBCWriteSuite, of which I added one new test to cover this scenario.
## Additional details
rxin This seems to have been most recently touched by you and was also commented on in the JIRA.
This contribution is my original work and I license the work to the project under the project's open source license.
Closes #12601 from JustinPihony/jdbc_reconciliation.";non_debt
add example region;non_debt
[KARAF-5359] Upgrade to JLine 3.5.0;non_debt
"GEODE-6518: when user explicitly specified some PartitionAttributes, ��_ (#3427)
* GEODE-6518: when user explicitly specified some PartitionAttributes, such as
redundency=1, the PartitionAttributes will not be null, but LocalMaxMemory
could be null if the region is not accessor.";non_debt
upgrade wss4j to 1.6.8;non_debt
HIVE-18613: Extend JsonSerDe to support BINARY type (Jesus Camacho Rodriguez, reviewed by Prasanth Jayachandran);non_debt
refactoring;non_debt
HIVE-14792: AvroSerde reads the remote schema-file at least once per mapper, per table reference. (Addendum);non_debt
Merge branch 'cassandra-2.1' into cassandra-2.2;non_debt
"Merge pull request #680 from keith-turner/apache-package-name
Rename packages to org.apache.fluo";non_debt
couch is merged;non_debt
[NETBEANS-3411] Added support for reading Kotlin based Gradle projects.;non_debt
Merge branch 'newBackEnd' of https://opensource.ncsa.illinois.edu/fisheye/git/dfdl into newBackEnd;non_debt
"[SPARK-1233] Fix running hadoop 0.23 due to java.lang.NoSuchFieldException: DEFAULT_M...
...APREDUCE_APPLICATION_CLASSPATH
Closes #129 from tgravescs/SPARK-1233 and squashes the following commits:
85ff5a6 [Thomas Graves] Fix running hadoop 0.23 due to java.lang.NoSuchFieldException: DEFAULT_MAPREDUCE_APPLICATION_CLASSPATH";non_debt
Rename code;non_debt
"Merge ""Made end-of-lines consistent in 2 files""";non_debt
refactor package;non_debt
"Removed line regarding referencing a specific test case.
It is implied in the example code above.";non_debt
GROOVY-2140: MarkupBuilder should ignore null attributes (like StreamingMarkupBuilder);non_debt
BIGTOP-880. Bump version of Datafu to 0.0.6;non_debt
"GUACAMOLE-630: Do not contain entire field nor entire header within <label>.
Enclosing the entire field within the <label> results in problems when
the field is large and when the field contains multiple interactive
elements. Clicking within interactive elements of a complex field
triggers the <label>, refocusing the first input element. If the field
is large, the <label> will contain empty space which also refocuses the
input field upon being clicked, despite appearing to be the background
of the page.";non_debt
Update MapR v5.1.0 artifacts version;non_debt
Upgraded to Avro 1.7.5 and Snappy-Java 1.1.0.1 (which itself is already an OSGi bundle, so no need for a SMX bundle anymore). Fixed and enabled the camel-infinispan Karaf feature. Also fixed and enabled the two Karaf Tests CamelDisruptorTest and CamelInfinispanTest.;non_debt
Merge branch 'release-3.6';non_debt
Merge remote-tracking branch 'origin/master' into python-sdk;non_debt
Merge pull request #9 from alibaba/ios-feature-20161118;non_debt
"Fix issue found by newer version of checkstyle (#1065)
This problem was found when building using #1059
and #1064";non_debt
Added backup on fail over scenrio in case of new create disk method;non_debt
Add call to Super class in 'google' providers (#7823);non_debt
"Merge pull request #1174 from himanshug/java-util-update
updating java-util version to 0.26.15";non_debt
Take SparkConf in constructor of Serializer subclasses;non_debt
HBASE-18655 TestAsyncClusterAdminApi2 failing sometimes;non_debt
Changed the jar file to 1.9;non_debt
[AIRFLOW-XXX] Remove spots in all Airflow logos (#4206);non_debt
2.2beta4 to GA db changes;non_debt
minor, dimenson column update from array to object issue fix;non_debt
CAMEL-11816: cluster-service : camel-consul spring boot support;non_debt
removing gradle 3.5, 4.3.1, and 4.4.1. Adding 4.6, 4.7, 4.8.1, 4.9, 4.10, and 4.10.2 to Jenkins and Buildbot slaves;non_debt
"[SPARK-2252] Fix MathJax for HTTPs.
Found out about this from the Hacker News link to GraphX which was using HTTPs.
@mengxr
Closes #1189 from rxin/mllib-doc and squashes the following commits:
5328be0 [Reynold Xin] [SPARK-2252] Fix MathJax for HTTPs.";non_debt
"HDDS-360. Use RocksDBStore and TableStore for SCM Metadata.
Contributed by Anu Engineer.";non_debt
[SYSTEMML-662] Update standalone.jar with legal files;non_debt
TINKERPOP-1863 Delaying the setting of requestId till the RequestMessage instantiation time;non_debt
Camel twitter salesforce example and fixed bugs in camel-connector;non_debt
HDFS-14500. NameNode StartupProgress should not allow new steps in an already-completed phase. Contributed by Erik Krogen.;non_debt
"[SYSTEMML-540] Fixed lstm_backward and python test bug
- Also updated the release documentation to specify the Keras and TensorFlow version
- Fixed Python3 indexing bug when lstm units is not an integer";non_debt
"[MINOR][TEST][STREAMING] make ""testDir"" able to be claened after test.
It's a minor bug in test case. `val testDir = null` will keep be `null` as it's immutable, so in finally block, nothing will be cleaned. Another `testDir` variable created in try block is only visible in try block.
## How was this patch tested?
Run existing test case and passed.
Closes #12999 from mwws/SPARK_MINOR.";non_debt
YARN-1908. Fixed DistributedShell to not fail in secure clusters. Contributed by Vinod Kumar Vavilapalli and Jian He.;non_debt
"license update
Closes #121 from justACT/apiChange.";non_debt
JAV-548 do not use part.getName() to get parameter name, because pojo consumer not easy to set name to part;non_debt
trival fix to remove a 0 byte file;non_debt
merge eaf8ae24: IGNITE-4034 Get rid of specialized methods in platform targets;non_debt
commit for FINERACT-47 (Expired user password cannot be updated by the same user);non_debt
new UI - Global Settings page - add category column.;non_debt
"[SPARK-11947][SQL] Mark deprecated methods with ""This will be removed in Spark 2.0.""
Also fixed some documentation as I saw them.
Closes #9930 from rxin/SPARK-11947.";non_debt
CXF-1968 applied patch with thanks to William;non_debt
Applied patch from https://issues.apache.org/activemq/browse/AMQ-1200;non_debt
HDFS-7326. Add documentation for hdfs debug commands (Vijay Bhat via Colin P. McCabe);non_debt
ignite-db-x - btree fix I;non_debt
HIVE-11013 : MiniTez tez_join_hash test on the branch fails with NPE (initializeOp not called?) (Sergey Shelukhin, reviewed by Vikram Dixit K);non_debt
Merge branch 'TINKERPOP-1789' into tp32;non_debt
Slow connection info;non_debt
account for negative windowId.;non_debt
"Fix for install_local_hadoop bug# 1409189
Added a conditional check to look for existence to trafci/bin
folder";non_debt
Moving the @since 2.5 to the correct repeat method;non_debt
https://issues.apache.org/jira/browse/AMQ-6013 - restrict classes which can be serialized inside the broker;non_debt
CAMEL-15836 - Camel-AWS2-DDB: enable autowire on the DynamoDbStreams client, regen catalog;non_debt
KARAF-1511 Fixing NPE;non_debt
Fix CHANGES for 2855 merge.;non_debt
"Update powered-by.md (#2369)
* Update powered-by.md
Change order";non_debt
Merge pull request #6911: Disambiguate between snappy and python-snappy PyPi packages in test warnings.;non_debt
Fix logo overflow (#8817);non_debt
Add ajax server output to yahoo finance.;non_debt
[FLINK-14490][table-api] Introduce UnresolvedIdentifier;non_debt
TAJO-207: Implement bit_length(string) function. (fixed a missing log in CHANGES.txt);non_debt
Missing ) in javadoc;non_debt
SOLR-2452: merge with trunk up to r1134392;non_debt
Replaced relative link with abs path.;non_debt
[PINOT-2443]: Added column name in report;non_debt
"[SPARK-9562] Change reference to amplab/spark-ec2 from mesos/
cc srowen pwendell nchammas
Closes #7899 from shivaram/spark-ec2-move and squashes the following commits:
7cc22c9 [Shivaram Venkataraman] Change reference to amplab/spark-ec2 from mesos/";non_debt
Verbose etap output for single file runs;non_debt
"[BEAM-8661] Moving runners to have per-module logger (#10097)
* Moving runners to have per-module logger
* Fix lint
* Fixups
* Fix merge issue";non_debt
"Recover back DDL's IT (#8822)
* Recover back DDL's IT
* Refactor BaseIT";non_debt
HBASE-3128 On assign, if ConnectException, reassign another server;non_debt
ACCUMULO-1299 Merge branch '1.5.1-SNAPSHOT';non_debt
HDFS-5807. TestBalancerWithNodeGroup.testBalancerWithNodeGroup fails intermittently. Contributed by Chen He.;non_debt
Add type coercion from String to Number, via Double.valueOf;non_debt
"ARROW-5480: [Python] Add unit test asserting specifically that pandas.Categorical roundtrips to Parquet format without special options
This only works for string types for the moment. Once ARROW-6277 is addressed we can expand to other types.
Closes #5110 from wesm/ARROW-5480 and squashes the following commits:
a161b2432 <Wes McKinney> Add missing pandas marks
f1f808235 <Wes McKinney> Don't use pandas's Parquet functions since they don't work in CI for some reason
9e984043a <Wes McKinney> Improve unit test for out-of-order values, nulls, unobserved category values
620b3b858 <Wes McKinney> Add unit test for ARROW-5480";non_debt
Update Dataflow Worker Version;non_debt
license comment shouldn't be javadoc comment;non_debt
AVRO-2762:Unkown resource closed;non_debt
This closes #2532;non_debt
Upgrade Chronicle Core to version 1.16.24;non_debt
"[AIRFLOW-4397] Add GCSUploadSessionCompleteSensor (#5166)
This commit add a GoogleCloudStorageUploadSessionCompleteSensor
to address the use case of accepting files from a third party vendor
who refuses to send a success indicator when providing data files
into a bucket and waiting until an inactivity period has passed to
indicate the end of an upload session.";non_debt
Exclude adoc template from license check;non_debt
TS-2487: export PUSH HTTP method constants to the TS API;non_debt
IGNITE-8929 Do not disable WAL if node does not have MOVING partitions. Fixes #4372;non_debt
update EmbeddedCassandraServiceTest client to use framed mode.  patch by jbellis;non_debt
HDFS-6305. WebHdfs response decoding may throw RuntimeExceptions (Daryn Sharp via jeagles);non_debt
"ARROW-2304: [C++] Fix HDFS MultipleClients unit test
This test was failing because the `scratch_dir_` directory did not exist
Closes #1743 from wesm/ARROW-2304 and squashes the following commits:
9804f3b <Wes McKinney> Fix MultipleClients unit test";non_debt
HDFS-4170. Add snapshot information to INodesInPath.;non_debt
YARN-9790. Failed to set default-application-lifetime if maximum-application-lifetime is less than or equal to zero. Contributed by kyungwan nam.;non_debt
add final to parameters .. guided by PMD;non_debt
SPOI-3084 added code that handles port javadoc and get method javadoc;non_debt
Reverting to SequentialExecutor for unitests;non_debt
HDFS-13867. RBF: Add validation for max arguments for Router admin ls, clrQuota, setQuota, rm and nameservice commands. Contributed by Ayush Saxena.;non_debt
Merge branches 'ignite-564' and 'ignite-sprint-3' of https://git-wip-us.apache.org/repos/asf/incubator-ignite into ignite-564;non_debt
Undelivered Messages Doc Update;non_debt
#1567, for test cases;non_debt
GG-8775 Configure external process logger with the same JUL config as node;non_debt
Deduper with hdfs sttore;non_debt
Fix max capacity timeline in Heron UI (#3383);non_debt
AMQ-4748: Fixed shutting down AMQ standalone does not raise exception.;non_debt
SOLR-9720: tweak JSONWriter.writeArray;non_debt
add syntaxes for loggy;non_debt
[BEAM-4443] Builders of ReduceWindow operator extended to be able to expose windowing settings.;non_debt
CAMEL-5263 Comet component does not pass EnableSessionHeader paramter to CometdBinding properly.;non_debt
Install twine in virtual env.;non_debt
SOLR-13494: Add DeepRandomStream implementation;non_debt
"This closes #202
* github/pr/202:
  Added presentInstances method to Maybe";non_debt
next batch is H10,13,14,15,19,21;non_debt
Showing paused DAGs in DAGs view;non_debt
Add a hibernate version of the MVC-CXF example;non_debt
"NIFI-3152: Ensure that we always close the IndexWriter when appropriate in SimpleIndexManager, even if an IOException is thrown when trying to commit the IndexWriter
This closes #1300.";non_debt
BIGTOP-3290. Fix build failure of Oozie.;non_debt
"Merge pull request #14 from KomachiSion/master
Remove lombok.var";non_debt
"Test Azure extension with Azurite
Fixes #1072";non_debt
"GEODE-8090: implement function/delta for redis Hash ops (#5085)
The hash ops that use function delta now are:
HDEL
DEL
HSET
HMSET
HSETNX
HGETALL";non_debt
HDDS-3704. Update all the documentation to use ozonefs-hadoop2/3 instead of legacy/current (#1099);non_debt
    VPC : by default , outgoing traffic is allowed out, once egress rules are added, only traffic specified in those are allowed out, others are blocked;non_debt
Set localhost as the base url in ControllerAdminApiApplication (#5969);non_debt
correct file name;non_debt
HBASE-10431 Rename com.google.protobuf.ZeroCopyLiteralByteString - delete ZeroCopyLiteralByteString;non_debt
Merge trunk into HA branch;non_debt
HADOOP-10301. AuthenticationFilter should return Forbidden for failed authentication. Contributed by Daryn Sharp.;non_debt
[CAMEL-4736] Added camel-xstream osgi itest that uses the blueprint.;non_debt
AMBARI-9849 .log Files are not placed in the changed directory in Ambari 1.6 and 1.7 (dsen);non_debt
"Merge pull request #6371 from yifanzou/BEAM-5341/migrate_IT_for_TfIdf
[BEAM-5341] create IT test for TfIdf example";non_debt
"[Torch] Support hard_swish op (#7174)
* imp_hardswish
* format
* fix
* hard_swish_inplace test case";non_debt
[CXF-6900] Get Colm's tests working....;non_debt
CXF-5177 fixed the unit test error of netty-server;non_debt
"ARTEMIS-669 Do binding query on sender link attach
QueueQuery was previously used instead of checking for bindings on a
particular address name.  This meant sending and receiving only worked
for those queues that happened to have the same queueName to address.
This patch replaces this with binding check.
There's also some minor ProtonTest fixes included.";non_debt
"Bug 55600 - JSyntaxTextArea : Strange behaviour on first undo
Bugzilla Id: 55600";non_debt
"[docs] Add TOC to restart strategies page
This closes #3059.";non_debt
"TOBAGO-869: Command facet on tc:panel
 - Hotfix to make the panel visible in a sheet";non_debt
ACCUMULO-377 clarified scan -c help;non_debt
Fixed NPE in listAsyncJob apis: don't include instanceId/instanceType in the response when these values are null;non_debt
Merge remote-tracking branch 'upstream/master' into code-style;non_debt
Enable javadoc for all modules by default;non_debt
#2384 merge postgresql revoke;non_debt
Avoid the Hadoop objectMapper in the local IndexTask. Fixes #1545.;non_debt
"Merge pull request #9741 from [BEAM-7926] Visualize PCollection
1. Added pcoll_visualization module to visualize materialized
PCollection data.
2. A visualization mainly consists of 3 parts: facets-dive,
facets-overview and data-table.
3. The visualization is always non-blocking w/ 2 modes: one-shot and
dynamic plotting.
4. One-shot visualization renders the visualization as HTML statically.
5. Dynamical plotting polls materialized data, initializes a
visualization and then updates the visualization continuously.
6. It's the pipeline state, i.e., whether the PCollection
materialization is being updated that decides if the visualization is
dynamic plotting or one-shot. It's not the boundedness of PCollection
that decides the visualization mode. However, when engineering for
Interactive Beam, it's alright to always use the dynamic plotting
mode as long as the InteractiveRunner(s) manages jobs and tracks the
pipeline(job) results correctly. Failing to terminate a visualization
job might cause resource leak.
7. The materialized PCollection data goes through the following process
flow: cache -> element list -> normalization -> dataframe ->
HTMLs/scripts.
8. A visualization is always self-contained. Meaning it controls when
the visualization starts and ends by itself. Once visualized, the
visualization is anchored within the notebook cell's output area. Code
in other cells can affect the visualization in the cell but will not
change the existing visualization's position in the notebook. Multiple
visualize(pcoll) calls will render multiple independent distinct
visualization instances/jobs. Each visualization runs in its own thread
outside of the notebook main thread.
9. Unittest added focusing on the above visualization logic other than
the visualization UI (those should belong to Facets, pandas and jQuery,
we'll trust them work as intended). Integration tests can be added
later.
10. Each visualization job regularly queries interactive environment for
running pipeline(job) results implicitly to determine the default
visualization end condition. It's based on the limitation that within
current interactive environment, at a time, at most one job is in
non-terminated state for an end user defined pipeline instance (in
whatever state). The end user could also use the handle returned by
visualize() to stop() the visualization job manually.
11. Added INTERACTIVE_BEAM extras_require and tests_require in setup. They are only needed for data
visualization in notebook. `jsons` is for easy serialization of any object
and `timeloop` is for self-contained periodic async tasks. They both use
MIT licenses. `facets-overview` is for overview part of facets. It uses
apache 2.0 license. `ipython` is the kernel used by jupyter, included for
non-jupyter environment though it always comes with jupyter. It uses BSD
license. The lower version limit set is the highest version listed by
flink.
* Making python version, [interactive] dependencies and IPython kernel checks properties in current interactive environment.
* When the ipython kernel is not connected to any notebook frontend, display a random sample of the normalized PCollection data as plain text.";non_debt
"Fix: Remove password if in LDAP or CUSTOM mode HiveServer2Hook (#11767)
closes #11275";non_debt
"ARROW-1098. [Format] modify document mistake
Closes #811 from LynnYuanInspur/lynn-doc and squashes the following commits:
b6ec6c05 [LynnYuan] ARROW-1098. [Format] modify document mistake";non_debt
"PARQUET-1088: Remove parquet_version.h from version control since it gets auto generated
@wesm  Thanks for the tip on fixing this.
Closes #388 from majetideepak/PARQUET-1088 and squashes the following commits:
32915c6 [Deepak Majeti] add parquet_version.h to gitignore
48be6e2 [Deepak Majeti] Fix CMAKE arguments";non_debt
"[SPARK-7633] [MLLIB] [PYSPARK] Python bindings for StreamingLogisticRegressionwithSGD
Add Python bindings to StreamingLogisticRegressionwithSGD.
No Java wrappers are needed as models are updated directly using train.
Closes #6849 from MechCoder/spark-3258 and squashes the following commits:
b4376a5 [MechCoder] minor
d7e5fc1 [MechCoder] Refactor into StreamingLinearAlgorithm Better docs
9c09d4e [MechCoder] [SPARK-7633] Python bindings for StreamingLogisticRegressionwithSGD";non_debt
Add Oracle DDL table related statements Parser;non_debt
CAMEL-14671: Make PropertiesFunction part of the PropertiesComponent SPI;non_debt
SCB-308 Vertx transport server timeout will cause VertxServerRequestToHttpServletRequest getRemoteAddress NullPointException, so save the socketAddress with the servletRequest;non_debt
"[FLINK-17169][table-planner-blink] Rename StreamRecordUtils#record() to insertRecord()
This also Renames StreamRecordUtils#retractRecord() to updateBeforeRecord().
This closes #11797";non_debt
"REST api creating app: accept AppBulder, app or entity
- If given an entity, wrap it in an application automatically
- If given ApplicationBuilder, then build the app
- If given Application interface, then create entity with it 
- If given Application class, then create it";non_debt
https://issues.apache.org/jira/browse/AMQ-826 - useManifestOnlyJar = false for apache ds tests;non_debt
https://issues.apache.org/jira/browse/AMQ-5378 - shell script improvements - remove hostname from pid file;non_debt
"AMBARI-4949. Storm: When Nimbus is down, the graphs are shown with spinners that spin forever (page refresh shows ""Loading..."" bar). (Denys Buzhor via onechiporenko)";non_debt
"Failure detector detects and ignores local pauses
Patch by brandonwilliams, reviewed by Richard Low for CASSANDRA-9183";non_debt
"SPARK-1944 Document --verbose in spark-shell -h
https://issues.apache.org/jira/browse/SPARK-1944
Closes #1020 from ash211/SPARK-1944 and squashes the following commits:
a831c4d [Andrew Ash] SPARK-1944 Document --verbose in spark-shell -h";non_debt
remove printlns and commented-out code from NegateListsTest;non_debt
Test jcloudsLocation.releasePortForwarding;non_debt
minor,update pre-defined name/pwd comment;non_debt
[CODEGEN] Use correct math intrin for metal (#562);non_debt
example/demo ->tobago-example/tobago-example-demo;non_debt
Merge branch 'javadoc-jdk8-1.7';non_debt
AVRO-29. Reverting changes to GenericDatumReader.;non_debt
SOLR-11 - BufferedTokenStream and RemoveDuplicatesTokenFilter from SOLR-11-BufferedTokenStream-RemoveDuplicatesTokenFilter.patch plus some additional tests and example config changes;non_debt
[KARAF-530] Rename org.apache.karaf.assemblies/apache-karaf-* to org.apache.karaf/apache-karaf-*;non_debt
Update pinot helm to adding custom configs and update the jvm default configs (#6011);non_debt
"Merge pull request #1005 from qiaohaijun/patch-7
add a shell to get ptb data";non_debt
"Recover the GROOVY-4151 test
it is deleted by mistake";non_debt
"fix(13606): Stop Olingo Index Classes generating NP Exceptions
* Olingo*Index
 * Provides null-checks to each method to avoid any NPE
* Tests
 * The consumer testing routes were being started prior to the tests that
   concerned them. Consequently, it was hit/miss whether the tests would
   catch all messages generated by the routes. This matters for the
   'already seen' tests as adding more of there meant tests failed with
   messages having no bodies.
 * Consumer tests broken out into their own classes and camel context
   started in the test once the mock endpoints have been property setup.";non_debt
"GEODE-1814: Create the gateway receivers after regions
Create the gateway receivers last, to ensure that they don't try to
process any events until the regions are actually created.";non_debt
GEODE-2261: rename SharedConfig to ClusterConfigurationService;non_debt
Document bug 40394;non_debt
"[pulsar-sql]Expose configurations of managed ledger and bookkeeper client. (#5702)
Motivation
Expose more configurations of managed ledger and bookkeeper client, this will provide ability for users to optimize performance of entries reading.
Modifications
Expose some configurations related to managed ledger and bookkeeper client in pulsar.config.
Verifying this change
Add unit tests to verify the default value of the configurations.";non_debt
build: fix javadoc targets;non_debt
prepare next release: set to beta-1 SNAPSHOT;non_debt
AMBARI-13615 - Express Upgrade: ZKFC Cannot Stop Because Newer Configurations Don't Exist (jonathanhurley);non_debt
need to quote the tuple count;non_debt
add empty tests dir, to stop eclipse whining;non_debt
added extra jar for testing of connection pool ;non_debt
This closes #57;non_debt
"Merge pull request #526 from afs/fuseki-verbose
JENA-1662: Enable verbose request logging";non_debt
SOLR-296  -- wrapping reader.terms() in try/catch ;non_debt
This closes #3278;non_debt
"[hotfix] Trivial WriteMode comment fix
WriteMode has 2 values NO_OVERWRITE and OVERWRITE but it refers CREATE in the javadoc.
Probably old code.
This closes #1475";non_debt
BIGTOP-604. Bump version of Hive to 0.9.0;non_debt
IGNITE-10774 Migrate test suites that are fixed lists of test classes from Junit 3 to 4 - Fixes #5732.;non_debt
"[SPARK-30578][SQL][TEST] Explicitly set conf to use DSv2 for orc in OrcFilterSuite
### What changes were proposed in this pull request?
Explicitly set conf to let orc use DSv2 in `OrcFilterSuite` in both v1.2 and v2.3.
### Why are the changes needed?
Tests should not rely on default conf when they're going to test something intentionally, which can be fail when conf changes.
### Does this PR introduce any user-facing change?
No.
### How was this patch tested?
Pass Jenkins.
Closes #27285 from Ngone51/fix-orcfilter-test.";non_debt
HBASE-11433 LruBlockCache does not respect its configurable parameters;non_debt
